HOPE single.dic evaluation (current pipeline)
============================================
Total entries: 1331
Primary correction passes: 1331
Primary correction failures: 0
Primary pass rate: 100.00%
Expected target available as primary or suggestion: 1331
Expected target absent from all candidates: 0
Candidate coverage: 100.00%

BEFORE VS CURRENT
Previous primary passes: 651
Current primary passes: 1331
Net primary change: +680

PRIMARY PASSES BY ENGINE
manual_single: 1331

ALL RESULTS
L1: addew -> għaddew | actual: għaddew | PRIMARY | manual_single | choices: għaddew
L913: nisthix -> nistħix | actual: nistħix | PRIMARY | manual_single | choices: nistħix
L914: nistriehu -> nistrieħu | actual: nistrieħu | PRIMARY | manual_single | choices: nistrieħu
L915: nitallmu -> nitgħallmu | actual: nitgħallmu | PRIMARY | manual_single | choices: nitgħallmu
L916: nithawwadx -> nitħawwadx | actual: nitħawwadx | PRIMARY | manual_single | choices: nitħawwadx
L917: nitilghu -> nitilgħu | actual: nitilgħu | PRIMARY | manual_single | choices: nitilgħu
L918: nitkarbu -> nitkarrbu | actual: nitkarrbu | PRIMARY | manual_single | choices: nitkarrbu
L919: nitrenjawha -> nittrenjawha | actual: nittrenjawha | PRIMARY | manual_single | choices: nittrenjawha
L920: nixeghluh -> nixegħluh | actual: nixegħluh | PRIMARY | manual_single | choices: nixegħluh
L921: nixxi -> nixtri | actual: nixtri | PRIMARY | manual_single | choices: nixtri
L922: nixxu -> nixtru | actual: nixtru | PRIMARY | manual_single | choices: nixtru
L923: nizilt -> niżżilt | actual: niżżilt | PRIMARY | manual_single | choices: niżżilt
L924: nizlet -> niżlet | actual: niżlet | PRIMARY | manual_single | choices: niżlet
L925: nizzel -> niżżel | actual: niżżel | PRIMARY | manual_single | choices: niżżel
L926: nizzilt -> niżżilt | actual: niżżilt | PRIMARY | manual_single | choices: niżżilt
L927: nlehgux -> nlehġux | actual: nlehġux | PRIMARY | manual_single | choices: nlehġux
L928: nlehigx -> nlehiġx | actual: nlehiġx | PRIMARY | manual_single | choices: nlehiġx
L929: nlieheg -> nlieheġ | actual: nlieheġ | PRIMARY | manual_single | choices: nlieheġ
L930: nliehgu -> nliehġu | actual: nliehġu | PRIMARY | manual_single | choices: nliehġu
L931: nohrog -> noħroġ | actual: noħroġ | PRIMARY | manual_single | choices: noħroġ
L932: nom -> ngħum | actual: ngħum | PRIMARY | manual_single | choices: ngħum
L933: noqghod -> noqgħod | actual: noqgħod | PRIMARY | manual_single | choices: noqgħod
L934: noqghodu -> noqogħdu | actual: noqogħdu | PRIMARY | manual_single | choices: noqogħdu
L935: noqod -> noqgħod | actual: noqgħod | PRIMARY | manual_single | choices: noqgħod
L936: noqodu -> noqogħdu | actual: noqogħdu | PRIMARY | manual_single | choices: noqogħdu
L937: nowm -> ngħum | actual: ngħum | PRIMARY | manual_single | choices: ngħum
L938: nowmu -> ngħumu | actual: ngħumu | PRIMARY | manual_single | choices: ngħumu
L939: noħrog -> noħroġ | actual: noħroġ | PRIMARY | manual_single | choices: noħroġ
L940: nqattghu -> nqattgħu | actual: nqattgħu | PRIMARY | manual_single | choices: nqattgħu
L941: nsejhu -> nsejħu | actual: nsejħu | PRIMARY | manual_single | choices: nsejħu
L942: nuza -> nuża | actual: nuża | PRIMARY | manual_single | choices: nuża
L943: nużaħ -> nużah | actual: nużah | PRIMARY | manual_single | choices: nużah
L944: oggett -> oġġett | actual: oġġett | PRIMARY | manual_single | choices: oġġett
L945: oggetti -> oġġetti | actual: oġġetti | PRIMARY | manual_single | choices: oġġetti
L946: ohra -> oħra | actual: oħra | PRIMARY | manual_single | choices: oħra
L947: ohrajn -> oħrajn | actual: oħrajn | PRIMARY | manual_single | choices: oħrajn
L948: ohtha -> oħtha | actual: oħtha | PRIMARY | manual_single | choices: oħtha
L949: ohti -> oħti | actual: oħti | PRIMARY | manual_single | choices: oħti
L950: ohtok -> oħtok | actual: oħtok | PRIMARY | manual_single | choices: oħtok
L951: ohtu -> oħtu | actual: oħtu | PRIMARY | manual_single | choices: oħtu
L952: omma -> ommha | actual: ommha | PRIMARY | manual_single | choices: ommha
L953: operazjoni -> operazzjoni | actual: operazzjoni | PRIMARY | manual_single | choices: operazzjoni
L954: opportunita -> opportunità | actual: opportunità | PRIMARY | manual_single | choices: opportunità
L955: opportunitq -> opportunità | actual: opportunità | PRIMARY | manual_single | choices: opportunità
L956: oqghod -> oqgħod | actual: oqgħod | PRIMARY | manual_single | choices: oqgħod
L957: oqoghd -> oqgħod | actual: oqgħod | PRIMARY | manual_single | choices: oqgħod
L958: oxrin -> għoxrin | actual: għoxrin | PRIMARY | manual_single | choices: għoxrin
L959: pagna -> paġna | actual: paġna | PRIMARY | manual_single | choices: paġna
L960: pajjiz -> pajjiż | actual: pajjiż | PRIMARY | manual_single | choices: pajjiż
L961: pajjizi -> pajjiżi | actual: pajjiżi | PRIMARY | manual_single | choices: pajjiżi
L962: pajjizna -> pajjiżna | actual: pajjiżna | PRIMARY | manual_single | choices: pajjiżna
L963: partecipant -> parteċipant | actual: parteċipant | PRIMARY | manual_single | choices: parteċipant
L964: partecipanti -> parteċipanti | actual: parteċipanti | PRIMARY | manual_single | choices: parteċipanti
L965: pero -> però | actual: però | PRIMARY | manual_single | choices: però
L966: pjacir -> pjaċir | actual: pjaċir | PRIMARY | manual_single | choices: pjaċir
L967: poggejtilhom -> poġġejtilhom | actual: poġġejtilhom | PRIMARY | manual_single | choices: poġġejtilhom
L968: poggiethieli -> poġġiethieli | actual: poġġiethieli | PRIMARY | manual_single | choices: poġġiethieli
L969: poggihieli -> poġġihieli | actual: poġġihieli | PRIMARY | manual_single | choices: poġġihieli
L970: poggihomli -> poġġihomli | actual: poġġihomli | PRIMARY | manual_single | choices: poġġihomli
L971: poggijuli -> poġġihuli | actual: poġġihuli | PRIMARY | manual_single | choices: poġġihuli
L972: possiblil -> possibbli | actual: possibbli | PRIMARY | manual_single | choices: possibbli
L973: presentuz -> preżentuż | actual: preżentuż | PRIMARY | manual_single | choices: preżentuż
L974: presentuza -> preżentuża | actual: preżentuża | PRIMARY | manual_single | choices: preżentuża
L975: presentuzi -> preżentużi | actual: preżentużi | PRIMARY | manual_single | choices: preżentużi
L976: presentuż -> preżentuż | actual: preżentuż | PRIMARY | manual_single | choices: preżentuż
L977: presentuża -> preżentuża | actual: preżentuża | PRIMARY | manual_single | choices: preżentuża
L978: presentużi -> preżentużi | actual: preżentużi | PRIMARY | manual_single | choices: preżentużi
L979: prezentuz -> preżentuż | actual: preżentuż | PRIMARY | manual_single | choices: preżentuż
L980: prezentuza -> preżentuża | actual: preżentuża | PRIMARY | manual_single | choices: preżentuża
L981: prezentuzi -> preżentużi | actual: preżentużi | PRIMARY | manual_single | choices: preżentużi
L982: prezentuż -> preżentuż | actual: preżentuż | PRIMARY | manual_single | choices: preżentuż
L983: prezentuża -> preżentuża | actual: preżentuża | PRIMARY | manual_single | choices: preżentuża
L984: prezentużi -> preżentużi | actual: preżentużi | PRIMARY | manual_single | choices: preżentużi
L985: preżentuz -> preżentuż | actual: preżentuż | PRIMARY | manual_single | choices: preżentuż
L986: preżentuza -> preżentuża | actual: preżentuża | PRIMARY | manual_single | choices: preżentuża
L987: preżentuzi -> preżentużi | actual: preżentużi | PRIMARY | manual_single | choices: preżentużi
L988: principju -> prinċipju | actual: prinċipju | PRIMARY | manual_single | choices: prinċipju
L989: priorita -> prijorità | actual: prijorità | PRIMARY | manual_single | choices: prijorità
L990: professjoanli -> professjonali | actual: professjonali | PRIMARY | manual_single | choices: professjonali
L991: progett -> proġett | actual: proġett | PRIMARY | manual_single | choices: proġett
L992: progetti -> proġetti | actual: proġetti | PRIMARY | manual_single | choices: proġetti
L993: puntegg -> punteġġ | actual: punteġġ | PRIMARY | manual_single | choices: punteġġ
L994: qabez -> qabeż | actual: qabeż | PRIMARY | manual_single | choices: qabeż
L995: qaghad -> qagħad | actual: qagħad | PRIMARY | manual_single | choices: qagħad
L996: qaghadna -> qgħadna | actual: qgħadna | PRIMARY | manual_single | choices: qgħadna
L997: qaletlek -> qaltlek | actual: qaltlek | PRIMARY | manual_single | choices: qaltlek
L998: qaletli -> qaltli | actual: qaltli | PRIMARY | manual_single | choices: qaltli
L999: qaletlu -> qaltlu | actual: qaltlu | PRIMARY | manual_single | choices: qaltlu
L1000: qalitlek -> qaltlek | actual: qaltlek | PRIMARY | manual_single | choices: qaltlek
L1001: qalitli -> qaltli | actual: qaltli | PRIMARY | manual_single | choices: qaltli
L1002: qalitlu -> qaltlu | actual: qaltlu | PRIMARY | manual_single | choices: qaltlu
L1003: qalu -> qallu | actual: qallu | PRIMARY | manual_single | choices: qallu
L1004: qanel -> qabel | actual: qabel | PRIMARY | manual_single | choices: qabel
L1005: qanzet -> qabżet | actual: qabżet | PRIMARY | manual_single | choices: qabżet
L1006: qas -> lanqas | actual: lanqas | PRIMARY | manual_single | choices: lanqas
L1007: qass -> lanqas | actual: lanqas | PRIMARY | manual_single | choices: lanqas
L1008: qattajnih -> qattajnieh | actual: qattajnieh | PRIMARY | manual_single | choices: qattajnieh
L1009: qattghet -> qattgħet | actual: qattgħet | PRIMARY | manual_single | choices: qattgħet
L1010: qazzist -> qażżiżt | actual: qażżiżt | PRIMARY | manual_single | choices: qażżiżt
L1011: qazzisti -> qażżiżti | actual: qażżiżti | PRIMARY | manual_single | choices: qażżiżti
L1012: qedd -> qed | actual: qed | PRIMARY | manual_single | choices: qed
L1013: qedgha -> qiegħda | actual: qiegħda | PRIMARY | manual_single | choices: qiegħda
L1014: qedgħa -> qiegħda | actual: qiegħda | PRIMARY | manual_single | choices: qiegħda
L1015: qedha -> qiegħda | actual: qiegħda | PRIMARY | manual_single | choices: qiegħda
L1016: qedt -> qed | actual: qed | PRIMARY | manual_single | choices: qed
L1017: qeghdin -> qegħdin | actual: qegħdin | PRIMARY | manual_single | choices: qegħdin
L1018: qet -> qed | actual: qed | PRIMARY | manual_single | choices: qed
L1019: qett -> qed | actual: qed | PRIMARY | manual_single | choices: qed
L1020: qiedgha -> qiegħda | actual: qiegħda | PRIMARY | manual_single | choices: qiegħda
L1021: qieghad -> qiegħed | actual: qiegħed | PRIMARY | manual_single | choices: qiegħed
L1022: qieghat -> qiegħed | actual: qiegħed | PRIMARY | manual_single | choices: qiegħed
L1023: qieghda -> qiegħda | actual: qiegħda | PRIMARY | manual_single | choices: qiegħda
L1024: qieghed -> qiegħed | actual: qiegħed | PRIMARY | manual_single | choices: qiegħed
L1025: qiegħad -> qiegħed | actual: qiegħed | PRIMARY | manual_single | choices: qiegħed
L1026: qiegħat -> qiegħed | actual: qiegħed | PRIMARY | manual_single | choices: qiegħed
L1027: qijad -> qiegħed | actual: qiegħed | PRIMARY | manual_single | choices: qiegħed
L1028: qijat -> qiegħed | actual: qiegħed | PRIMARY | manual_single | choices: qiegħed
L1029: qijsni -> qisni | actual: qisni | PRIMARY | manual_single | choices: qisni
L1030: qrajta -> qrajtha | actual: qrajtha | PRIMARY | manual_single | choices: qrajtha
L1031: qrajtu'x -> qrajtux | actual: qrajtux | PRIMARY | manual_single | choices: qrajtux
L1032: qratieli -> qrathieli | actual: qrathieli | PRIMARY | manual_single | choices: qrathieli
L1033: quddim -> quddiem | actual: quddiem | PRIMARY | manual_single | choices: quddiem
L1034: quddirm -> quddiem | actual: quddiem | PRIMARY | manual_single | choices: quddiem
L1035: qudiem -> quddiem | actual: quddiem | PRIMARY | manual_single | choices: quddiem
L1036: raba -> raba' | actual: raba' | PRIMARY | manual_single | choices: raba'
L1037: ragel -> raġel | actual: raġel | PRIMARY | manual_single | choices: raġel
L1038: rahal -> raħal | actual: raħal | PRIMARY | manual_single | choices: raħal
L1039: rajnih -> rajnieh | actual: rajnieh | PRIMARY | manual_single | choices: rajnieh
L1040: rajta -> rajtha | actual: rajtha | PRIMARY | manual_single | choices: rajtha
L1041: rajtiex -> rajthiex | actual: rajthiex | PRIMARY | manual_single | choices: rajthiex
L1042: rajtilom -> rajtilhom | actual: rajtilhom | PRIMARY | manual_single | choices: rajtilhom
L1043: rajtom -> rajthom | actual: rajthom | PRIMARY | manual_single | choices: rajthom
L1044: ratomx -> rathomx | actual: rathomx | PRIMARY | manual_single | choices: rathomx
L1045: rcevejtom -> rċevejthom | actual: rċevejthom | PRIMARY | manual_single | choices: rċevejthom
L1046: rcevithiex -> rċevithiex | actual: rċevithiex | PRIMARY | manual_single | choices: rċevithiex
L1047: rcivejtom -> rċivejthom | actual: rċivejthom | PRIMARY | manual_single | choices: rċivejthom
L1048: rebha -> rebħa | actual: rebħa | PRIMARY | manual_single | choices: rebħa
L1049: rebhet -> rebħet | actual: rebħet | PRIMARY | manual_single | choices: rebħet
L1050: rega -> reġa' | actual: reġa' | PRIMARY | manual_single | choices: reġa'
L1051: regaw -> reġgħu | actual: reġgħu | PRIMARY | manual_single | choices: reġgħu
L1052: reget -> reġgħet | actual: reġgħet | PRIMARY | manual_single | choices: reġgħet
L1053: responsabbilta -> responsabbiltà | actual: responsabbiltà | PRIMARY | manual_single | choices: responsabbiltà
L1054: responsabilta -> responsabbiltà | actual: responsabbiltà | PRIMARY | manual_single | choices: responsabbiltà
L1055: responsqbbilta -> responsabbiltà | actual: responsabbiltà | PRIMARY | manual_single | choices: responsabbiltà
L1056: ricetta -> riċetta | actual: riċetta | PRIMARY | manual_single | choices: riċetta
L1057: rih -> riħ | actual: riħ | PRIMARY | manual_single | choices: riħ
L1058: riha -> riħa | actual: riħa | PRIMARY | manual_single | choices: riħa
L1059: ritt -> ridt | actual: ridt | PRIMARY | manual_single | choices: ridt
L1060: rizultat -> riżultat | actual: riżultat | PRIMARY | manual_single | choices: riżultat
L1061: rizultati -> riżultati | actual: riżultati | PRIMARY | manual_single | choices: riżultati
L1062: rreppja -> geżwer | actual: geżwer | PRIMARY | manual_single | choices: geżwer
L1063: rrileksja -> strieħ | actual: strieħ | PRIMARY | manual_single | choices: strieħ
L1064: ruhek -> ruħek | actual: ruħek | PRIMARY | manual_single | choices: ruħek
L1065: sabieh -> sabiħ | actual: sabiħ | PRIMARY | manual_single | choices: sabiħ
L1066: sabih -> sabiħ | actual: sabiħ | PRIMARY | manual_single | choices: sabiħ
L1067: sahansitra -> saħansitra | actual: saħansitra | PRIMARY | manual_single | choices: saħansitra
L1068: sajjid -> sajjied | actual: sajjied | PRIMARY | manual_single | choices: sajjied
L1069: sebgha -> sebgħa | actual: sebgħa | PRIMARY | manual_single | choices: sebgħa
L1070: semanix -> semagħnix | actual: semagħnix | PRIMARY | manual_single | choices: semagħnix
L1071: semghuh -> semgħuh | actual: semgħuh | PRIMARY | manual_single | choices: semgħuh
L1072: semplici -> sempliċi | actual: sempliċi | PRIMARY | manual_single | choices: sempliċi
L1073: setaghx -> setax | actual: setax | PRIMARY | manual_single | choices: setax
L1074: setghat -> setgħat | actual: setgħat | PRIMARY | manual_single | choices: setgħat
L1075: setghet -> setgħet | actual: setgħet | PRIMARY | manual_single | choices: setgħet
L1076: setghetx -> setgħetx | actual: setgħetx | PRIMARY | manual_single | choices: setgħetx
L1077: setghu -> setgħu | actual: setgħu | PRIMARY | manual_single | choices: setgħu
L1078: setghux -> setgħux | actual: setgħux | PRIMARY | manual_single | choices: setgħux
L1079: settembru -> Settembru | actual: Settembru | PRIMARY | manual_single | choices: Settembru
L1080: shabi -> sħabi | actual: sħabi | PRIMARY | manual_single | choices: sħabi
L1081: shah -> sħaħ | actual: sħaħ | PRIMARY | manual_single | choices: sħaħ
L1082: shahhha -> sħiħa | actual: sħiħa | PRIMARY | manual_single | choices: sħiħa
L1083: shana -> sħana | actual: sħana | PRIMARY | manual_single | choices: sħana
L1084: shun -> sħun | actual: sħun | PRIMARY | manual_single | choices: sħun
L1085: shuna -> sħuna | actual: sħuna | PRIMARY | manual_single | choices: sħuna
L1086: sibtiex -> sibthiex | actual: sibthiex | PRIMARY | manual_single | choices: sibthiex
L1087: siegha -> siegħa | actual: siegħa | PRIMARY | manual_single | choices: siegħa
L1088: sieghat -> sigħat | actual: sigħat | PRIMARY | manual_single | choices: sigħat
L1089: siehbek -> sieħbek | actual: sieħbek | PRIMARY | manual_single | choices: sieħbek
L1090: siehbi -> sieħbi | actual: sieħbi | PRIMARY | manual_single | choices: sieħbi
L1091: sieheb -> sieħeb | actual: sieħeb | PRIMARY | manual_single | choices: sieħeb
L1092: sigar -> siġar | actual: siġar | PRIMARY | manual_single | choices: siġar
L1093: siggijiet -> siġġijiet | actual: siġġijiet | PRIMARY | manual_single | choices: siġġijiet
L1094: siggu -> siġġu | actual: siġġu | PRIMARY | manual_single | choices: siġġu
L1095: sigra -> siġra | actual: siġra | PRIMARY | manual_single | choices: siġra
L1096: sihbi -> sieħbi | actual: sieħbi | PRIMARY | manual_single | choices: sieħbi
L1097: siqa -> sieqha | actual: sieqha | PRIMARY | manual_single | choices: sieqha
L1098: skond -> skont | actual: skont | PRIMARY | manual_single | choices: skont
L1099: skuza -> skuża | actual: skuża | PRIMARY | manual_single | choices: skuża
L1100: slavagg -> slavaġ | actual: slavaġ | PRIMARY | manual_single | choices: slavaġ
L1101: soledarjeta -> soledarjetà | actual: soledarjetà | PRIMARY | manual_single | choices: soledarjetà
L1102: solitu -> soltu | actual: soltu | PRIMARY | manual_single | choices: soltu
L1103: specjalment -> speċjalment | actual: speċjalment | PRIMARY | manual_single | choices: speċjalment
L1104: sperjenzajt -> esperjenzajt | actual: esperjenzajt | PRIMARY | manual_single | choices: esperjenzajt
L1105: spicca -> spiċċa | actual: spiċċa | PRIMARY | manual_single | choices: spiċċa
L1106: spiccajna -> spiċċajna | actual: spiċċajna | PRIMARY | manual_single | choices: spiċċajna
L1107: spiccajt -> spiċċajt | actual: spiċċajt | PRIMARY | manual_single | choices: spiċċajt
L1108: spiccat -> spiċċat | actual: spiċċat | PRIMARY | manual_single | choices: spiċċat
L1109: spjegalhu -> spjegalu | actual: spjegalu | PRIMARY | manual_single | choices: spjegalu
L1110: striehu -> strieħu | actual: strieħu | PRIMARY | manual_single | choices: strieħu
L1111: subghajh -> subajh | actual: subajh | PRIMARY | manual_single | choices: subajh
L1112: supost -> suppost | actual: suppost | PRIMARY | manual_single | choices: suppost
L1113: taghha -> tagħha | actual: tagħha | PRIMARY | manual_single | choices: tagħha
L1114: taghhom -> tagħhom | actual: tagħhom | PRIMARY | manual_single | choices: tagħhom
L1115: taghkom -> tagħkom | actual: tagħkom | PRIMARY | manual_single | choices: tagħkom
L1116: taghmel -> tagħmel | actual: tagħmel | PRIMARY | manual_single | choices: tagħmel
L1117: taghmilx -> tagħmilx | actual: tagħmilx | PRIMARY | manual_single | choices: tagħmilx
L1118: taghna -> tagħna | actual: tagħna | PRIMARY | manual_single | choices: tagħna
L1119: tagħkon -> tagħkom | actual: tagħkom | PRIMARY | manual_single | choices: tagħkom
L1120: tahbat -> taħbat | actual: taħbat | PRIMARY | manual_single | choices: taħbat
L1121: tahdem -> taħdem | actual: taħdem | PRIMARY | manual_single | choices: taħdem
L1122: tahha -> tagħha | actual: tagħha | PRIMARY | manual_single | choices: tagħha
L1123: tahseb -> taħseb | actual: taħseb | PRIMARY | manual_single | choices: taħseb
L1124: tahsibx -> taħsibx | actual: taħsibx | PRIMARY | manual_single | choices: taħsibx
L1125: taht -> taħt | actual: taħt | PRIMARY | manual_single | choices: taħt
L1126: tajta -> tajtha | actual: tajtha | PRIMARY | manual_single | choices: tajtha
L1127: tajtom -> tajthom | actual: tajthom | PRIMARY | manual_single | choices: tajthom
L1128: talaqlu -> tagħlaqlu | actual: tagħlaqlu | PRIMARY | manual_single | choices: tagħlaqlu
L1129: tallimt -> tgħallimt | actual: tgħallimt | PRIMARY | manual_single | choices: tgħallimt
L1130: tamlilna -> tagħmlilna | actual: tagħmlilna | PRIMARY | manual_single | choices: tagħmlilna
L1131: taqa -> taqa' | actual: taqa' | PRIMARY | manual_single | choices: taqa'
L1132: taqta -> taqta' | actual: taqta' | PRIMARY | manual_single | choices: taqta'
L1133: tart -> tard | actual: tard | PRIMARY | manual_single | choices: tard
L1134: tati -> tagħti | actual: tagħti | PRIMARY | manual_single | choices: tagħti
L1135: tazel -> tagħżel | actual: tagħżel | PRIMARY | manual_single | choices: tagħżel
L1136: tehmez -> tehmeż | actual: tehmeż | PRIMARY | manual_single | choices: tehmeż
L1137: tehodha -> teħodha | actual: teħodha | PRIMARY | manual_single | choices: teħodha
L1138: tejd -> tgħid | actual: tgħid | PRIMARY | manual_single | choices: tgħid
L1139: telajtuh -> tellajtuh | actual: tellajtuh | PRIMARY | manual_single | choices: tellajtuh
L1140: telgha -> telgħa | actual: telgħa | PRIMARY | manual_single | choices: telgħa
L1141: terbahx -> tirbaħx | actual: tirbaħx | PRIMARY | manual_single | choices: tirbaħx
L1142: terga -> terġa' | actual: terġa' | PRIMARY | manual_single | choices: terġa'
L1143: tezisti -> teżisti | actual: teżisti | PRIMARY | manual_single | choices: teżisti
L1144: tfottxija -> tfittxija | actual: tfittxija | PRIMARY | manual_single | choices: tfittxija
L1145: tghaddi -> tgħaddi | actual: tgħaddi | PRIMARY | manual_single | choices: tgħaddi
L1146: tghajjat -> tgħajjat | actual: tgħajjat | PRIMARY | manual_single | choices: tgħajjat
L1147: tghallimha -> tgħallimha | actual: tgħallimha | PRIMARY | manual_single | choices: tgħallimha
L1148: tghallmet -> tgħallmet | actual: tgħallmet | PRIMARY | manual_single | choices: tgħallmet
L1149: tghatihielhom -> tagħtihielhom | actual: tagħtihielhom | PRIMARY | manual_single | choices: tagħtihielhom
L1150: tghid -> tgħid | actual: tgħid | PRIMARY | manual_single | choices: tgħid
L1151: tghidli -> tgħidli | actual: tgħidli | PRIMARY | manual_single | choices: tgħidli
L1152: tghidx -> tgħidx | actual: tgħidx | PRIMARY | manual_single | choices: tgħidx
L1153: tghinek -> tgħinek | actual: tgħinek | PRIMARY | manual_single | choices: tgħinek
L1154: tghini -> tgħinni | actual: tgħinni | PRIMARY | manual_single | choices: tgħinni
L1155: tghix -> tgħix | actual: tgħix | PRIMARY | manual_single | choices: tgħix
L1156: tgħinini -> tgħinni | actual: tgħinni | PRIMARY | manual_single | choices: tgħinni
L1157: thabbat -> tħabbat | actual: tħabbat | PRIMARY | manual_single | choices: tħabbat
L1158: thalli -> tħalli | actual: tħalli | PRIMARY | manual_single | choices: tħalli
L1159: thallihieli -> tħallihieli | actual: tħallihieli | PRIMARY | manual_single | choices: tħallihieli
L1160: thallini -> tħallini | actual: tħallini | PRIMARY | manual_single | choices: tħallini
L1161: thassar -> tħassar | actual: tħassar | PRIMARY | manual_single | choices: tħassar
L1162: themm -> t'hemm | actual: t'hemm | PRIMARY | manual_single | choices: t'hemm
L1163: tibblukkali -> tibblokkali | actual: tibblokkali | PRIMARY | manual_single | choices: tibblokkali
L1164: tibghathielhom -> tibgħathielhom | actual: tibgħathielhom | PRIMARY | manual_single | choices: tibgħathielhom
L1165: tibghathieli -> tibgħathieli | actual: tibgħathieli | PRIMARY | manual_single | choices: tibgħathieli
L1166: tibghathomlhom -> tibgħathomlhom | actual: tibgħathomlhom | PRIMARY | manual_single | choices: tibgħathomlhom
L1167: tibghatli -> tibgħatli | actual: tibgħatli | PRIMARY | manual_single | choices: tibgħatli
L1168: tibqa -> tibqa' | actual: tibqa' | PRIMARY | manual_single | choices: tibqa'
L1169: tibqaa -> tibqa' | actual: tibqa' | PRIMARY | manual_single | choices: tibqa'
L1170: tiddeciedi -> tiddeċiedi | actual: tiddeċiedi | PRIMARY | manual_single | choices: tiddeċiedi
L1171: tidhaq -> tidħaq | actual: tidħaq | PRIMARY | manual_single | choices: tidħaq
L1172: tidherx -> tidhirx | actual: tidhirx | PRIMARY | manual_single | choices: tidhirx
L1173: tidhol -> tidħol | actual: tidħol | PRIMARY | manual_single | choices: tidħol
L1174: tidqu -> tidħqu | actual: tidħqu | PRIMARY | manual_single | choices: tidħqu
L1175: tieghak -> tiegħek | actual: tiegħek | PRIMARY | manual_single | choices: tiegħek
L1176: tieghek -> tiegħek | actual: tiegħek | PRIMARY | manual_single | choices: tiegħek
L1177: tieghi -> tiegħi | actual: tiegħi | PRIMARY | manual_single | choices: tiegħi
L1178: tieghu -> tiegħu | actual: tiegħu | PRIMARY | manual_single | choices: tiegħu
L1179: tiegħak -> tiegħek | actual: tiegħek | PRIMARY | manual_single | choices: tiegħek
L1180: tiehu -> tieħu | actual: tieħu | PRIMARY | manual_single | choices: tieħu
L1181: tiflahx -> tiflaħx | actual: tiflaħx | PRIMARY | manual_single | choices: tiflaħx
L1182: tiftahhom -> tiftaħhom | actual: tiftaħhom | PRIMARY | manual_single | choices: tiftaħhom
L1183: tigber -> tikber | actual: tikber | PRIMARY | manual_single | choices: tikber
L1184: tiggagbina -> tiġġakbina | actual: tiġġakbina | PRIMARY | manual_single | choices: tiġġakbina
L1185: tiggildila -> tiġġildilha | actual: tiġġildilha | PRIMARY | manual_single | choices: tiġġildilha
L1186: tIGGUDIKAWX -> tiġġudikawx | actual: tiġġudikawx | PRIMARY | manual_single | choices: tiġġudikawx
L1187: tigi -> tiġi | actual: tiġi | PRIMARY | manual_single | choices: tiġi
L1188: tijaj -> tiegħi | actual: tiegħi | PRIMARY | manual_single | choices: tiegħi
L1189: tijaw -> tiegħu | actual: tiegħu | PRIMARY | manual_single | choices: tiegħu
L1190: tijej -> tiegħi | actual: tiegħi | PRIMARY | manual_single | choices: tiegħi
L1191: tijek -> tiegħek | actual: tiegħek | PRIMARY | manual_single | choices: tiegħek
L1192: tijew -> tiegħu | actual: tiegħu | PRIMARY | manual_single | choices: tiegħu
L1193: tikkoregi -> tikkoreġi | actual: tikkoreġi | PRIMARY | manual_single | choices: tikkoreġi
L1194: tikkoregix -> tikkoreġix | actual: tikkoreġix | PRIMARY | manual_single | choices: tikkoreġix
L1195: tiltaqa -> tiltaqa' | actual: tiltaqa' | PRIMARY | manual_single | choices: tiltaqa'
L1196: tinstema -> tinstema' | actual: tinstema' | PRIMARY | manual_single | choices: tinstema'
L1197: tintghazel -> tintgħażel | actual: tintgħażel | PRIMARY | manual_single | choices: tintgħażel
L1198: tintuza -> tintuża | actual: tintuża | PRIMARY | manual_single | choices: tintuża
L1199: tinzel -> tinżel | actual: tinżel | PRIMARY | manual_single | choices: tinżel
L1200: tippowstjom -> tippowstjahom | actual: tippowstjahom | PRIMARY | manual_single | choices: tippowstjahom
L1201: tipproduci -> tipproduċi | actual: tipproduċi | PRIMARY | manual_single | choices: tipproduċi
L1202: tiprocessa -> tipproċessa | actual: tipproċessa | PRIMARY | manual_single | choices: tipproċessa
L1203: tirrangahielna -> tirranġahielna | actual: tirranġahielna | PRIMARY | manual_single | choices: tirranġahielna
L1204: tirrapprezenta -> tirrappreżenta | actual: tirrappreżenta | PRIMARY | manual_single | choices: tirrappreżenta
L1205: tirrepetija -> tirrepetiha | actual: tirrepetiha | PRIMARY | manual_single | choices: tirrepetiha
L1206: tista -> tista' | actual: tista' | PRIMARY | manual_single | choices: tista'
L1207: titallem -> titgħallem | actual: titgħallem | PRIMARY | manual_single | choices: titgħallem
L1208: titghallem -> titgħallem | actual: titgħallem | PRIMARY | manual_single | choices: titgħallem
L1209: titghallima -> titgħallimha | actual: titgħallimha | PRIMARY | manual_single | choices: titgħallimha
L1210: tixxi -> tixtri | actual: tixtri | PRIMARY | manual_single | choices: tixtri
L1211: tixxu -> tixtru | actual: tixtru | PRIMARY | manual_single | choices: tixtru
L1212: tizgura -> tiżgura | actual: tiżgura | PRIMARY | manual_single | choices: tiżgura
L1213: tlehgux -> tlehġux | actual: tlehġux | PRIMARY | manual_single | choices: tlehġux
L1214: tlehigx -> tlehiġx | actual: tlehiġx | PRIMARY | manual_single | choices: tlehiġx
L1215: tlieheg -> tlieheġ | actual: tlieheġ | PRIMARY | manual_single | choices: tlieheġ
